transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_name,product_detail
4866,1/9/23,15:29:16,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
4867,1/9/23,15:30:24,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
4868,1/9/23,15:33:19,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
4869,1/9/23,15:34:28,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
4870,1/9/23,15:38:43,1,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
4871,1/9/23,15:38:43,1,5,Lower Manhattan,79,4.69,Bakery,Scone,Jumbo Savory Scone
4872,1/9/23,15:44:54,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
4873,1/9/23,15:46:18,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
4874,1/9/23,15:50:37,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
4875,1/9/23,15:59:25,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
4876,1/9/23,16:03:10,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
4877,1/9/23,16:03:21,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
4878,1/9/23,16:03:58,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
4879,1/9/23,16:03:58,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
4880,1/9/23,16:17:33,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
4881,1/9/23,16:17:33,1,3,Astoria,13,8.95,Loose Tea,Black tea,English Breakfast
4882,1/9/23,16:21:07,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
4883,1/9/23,16:25:08,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
4884,1/9/23,16:25:29,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
4885,1/9/23,16:25:29,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
4886,1/9/23,16:31:43,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
4887,1/9/23,16:33:35,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
4888,1/9/23,16:45:19,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
4889,1/9/23,16:45:19,1,5,Lower Manhattan,78,5.63,Bakery,Scone,Scottish Cream Scone 
4890,1/9/23,16:45:37,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
4891,1/9/23,16:48:23,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
4892,1/9/23,16:48:23,1,5,Lower Manhattan,10,10,Coffee beans,Green beans,Guatemala El Retiro del Quisaya
4893,1/9/23,16:57:00,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
4894,1/9/23,17:06:45,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
4895,1/9/23,17:06:45,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
4896,1/9/23,17:15:21,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
4897,1/9/23,17:17:50,2,3,Astoria,7,4.25,Coffee,Barista Espresso,Cappuccino Lg
4898,1/9/23,17:18:44,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
4899,1/9/23,17:20:06,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
4900,1/9/23,17:21:33,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Rg
4901,1/9/23,17:27:16,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
4902,1/9/23,17:27:16,1,3,Astoria,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic
4903,1/9/23,17:31:18,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4904,1/9/23,17:31:32,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4905,1/9/23,17:31:32,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
4906,1/9/23,17:43:19,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
4907,1/9/23,17:46:38,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
4908,1/9/23,17:46:38,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
4909,1/9/23,17:47:05,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
4910,1/9/23,17:47:05,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
4911,1/9/23,17:47:05,1,8,Hell's Kitchen,3,14.75,Coffee beans,Espresso Beans,Gedeb Espresso
4912,1/9/23,17:47:47,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
4913,1/9/23,17:53:17,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
4914,1/9/23,17:56:14,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
4915,1/9/23,17:56:14,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
4916,1/9/23,17:57:31,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
4917,1/9/23,18:02:31,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
4918,1/9/23,18:07:54,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
4919,1/9/23,18:07:54,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
4920,1/9/23,18:08:27,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4921,1/9/23,18:11:04,1,5,Lower Manhattan,4,3,Coffee,Organic brewed coffee,Brazilian Rg
4922,1/9/23,18:11:17,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
4923,1/9/23,18:11:18,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
4924,1/9/23,18:20:25,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
4925,1/9/23,18:28:11,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
4926,1/9/23,18:28:11,1,3,Astoria,16,8.95,Loose Tea,Chai tea,Traditional Blend Chai
4927,1/9/23,18:28:56,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
4928,1/9/23,18:28:56,1,5,Lower Manhattan,79,4.69,Bakery,Scone,Jumbo Savory Scone
4929,1/9/23,18:37:01,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
4930,1/9/23,18:41:22,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Rg
4931,1/9/23,18:46:44,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
4932,1/9/23,18:47:07,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
4933,1/9/23,18:55:11,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
4934,1/9/23,18:55:11,1,3,Astoria,17,9.5,Loose Tea,Chai tea,Morning Sunrise Chai
4935,1/9/23,18:55:32,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
4936,1/9/23,19:03:24,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
4937,1/9/23,19:03:24,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
4938,1/9/23,19:15:02,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
4939,1/9/23,19:16:04,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
4940,1/9/23,19:18:20,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Rg
4941,1/9/23,19:21:25,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
4942,1/9/23,19:21:25,1,5,Lower Manhattan,72,4.06,Bakery,Scone,Ginger Scone
4943,1/9/23,19:33:27,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
4944,1/9/23,19:36:38,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
4945,1/9/23,19:39:19,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
4946,1/9/23,19:39:19,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
4947,1/9/23,19:40:09,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
4948,1/9/23,19:41:05,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
4949,1/9/23,19:42:36,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
4950,1/9/23,19:48:46,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
4951,1/9/23,19:52:56,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
4952,1/9/23,19:52:56,1,5,Lower Manhattan,4,20.45,Coffee beans,Espresso Beans,La Perla Chiquita Ecuador
4953,1/9/23,19:54:54,2,5,Lower Manhattan,6,3.75,Coffee,Barista Espresso,Cappuccino Rg
4954,1/9/23,20:04:04,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
4955,1/9/23,20:05:01,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4956,1/10/23,6:02:43,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
4957,1/10/23,6:04:51,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
4958,1/10/23,6:04:55,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
4959,1/10/23,6:08:17,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
4960,1/10/23,6:10:41,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
4961,1/10/23,6:16:25,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
4962,1/10/23,6:16:25,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
4963,1/10/23,6:30:39,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
4964,1/10/23,6:31:32,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
4965,1/10/23,6:31:32,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
4966,1/10/23,6:31:46,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
4967,1/10/23,6:31:46,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
4968,1/10/23,6:31:54,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
4969,1/10/23,6:31:54,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
4970,1/10/23,6:33:33,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
4971,1/10/23,6:33:33,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
4972,1/10/23,6:34:43,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
4973,1/10/23,6:36:19,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
4974,1/10/23,6:36:22,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
4975,1/10/23,6:36:38,2,8,Hell's Kitchen,6,3.75,Coffee,Barista Espresso,Cappuccino Rg
4976,1/10/23,6:36:38,2,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
4977,1/10/23,6:36:38,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
4978,1/10/23,6:36:55,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Rg
4979,1/10/23,6:38:38,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
4980,1/10/23,6:40:35,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
4981,1/10/23,6:40:35,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
4982,1/10/23,6:40:35,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
4983,1/10/23,6:42:04,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
4984,1/10/23,6:45:20,1,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
4985,1/10/23,6:45:47,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
4986,1/10/23,6:45:59,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
4987,1/10/23,6:46:00,1,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Sm
4988,1/10/23,6:57:55,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
4989,1/10/23,6:58:08,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
4990,1/10/23,6:59:46,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
4991,1/10/23,7:00:48,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
4992,1/10/23,7:00:48,2,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
4993,1/10/23,7:00:48,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone
4994,1/10/23,7:01:09,2,5,Lower Manhattan,7,4.25,Coffee,Barista Espresso,Cappuccino Lg
4995,1/10/23,7:01:09,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
4996,1/10/23,7:01:09,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
4997,1/10/23,7:05:07,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
4998,1/10/23,7:05:49,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
4999,1/10/23,7:06:34,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
5000,1/10/23,7:06:34,2,3,Astoria,64,0.8,Flavours,Regular syrup,Hazelnut syrup
5001,1/10/23,7:07:32,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
5002,1/10/23,7:07:32,2,8,Hell's Kitchen,9,0.8,Flavours,Regular syrup,Carmel syrup
5003,1/10/23,7:08:16,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
5004,1/10/23,7:08:16,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
5005,1/10/23,7:09:15,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
5006,1/10/23,7:11:40,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
5007,1/10/23,7:11:40,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
5008,1/10/23,7:12:50,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
5009,1/10/23,7:13:52,1,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
5010,1/10/23,7:15:12,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
5011,1/10/23,7:15:12,1,5,Lower Manhattan,9,0.8,Flavours,Regular syrup,Carmel syrup
5012,1/10/23,7:15:12,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
5013,1/10/23,7:15:21,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
5014,1/10/23,7:16:18,2,8,Hell's Kitchen,5,2.2,Coffee,Organic brewed coffee,Brazilian Sm
5015,1/10/23,7:16:22,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
5016,1/10/23,7:16:22,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
5017,1/10/23,7:16:35,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
5018,1/10/23,7:16:54,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
5019,1/10/23,7:16:54,2,5,Lower Manhattan,9,0.8,Flavours,Regular syrup,Carmel syrup
5020,1/10/23,7:18:14,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
5021,1/10/23,7:18:14,1,3,Astoria,1,3.75,Bakery,Pastry,Almond Croissant
5022,1/10/23,7:18:16,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
5023,1/10/23,7:18:16,1,3,Astoria,1,3.75,Bakery,Pastry,Almond Croissant
5024,1/10/23,7:20:36,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
5025,1/10/23,7:20:36,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
5026,1/10/23,7:20:52,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
5027,1/10/23,7:20:52,2,3,Astoria,9,0.8,Flavours,Regular syrup,Carmel syrup
5028,1/10/23,7:21:24,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
5029,1/10/23,7:21:24,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
5030,1/10/23,7:21:24,1,3,Astoria,6,21,Coffee beans,Gourmet Beans,Ethiopia Suke Quto
5031,1/10/23,7:22:34,1,5,Lower Manhattan,6,3.75,Coffee,Barista Espresso,Cappuccino Rg
5032,1/10/23,7:22:34,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
5033,1/10/23,7:26:03,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
5034,1/10/23,7:26:13,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
5035,1/10/23,7:27:22,1,5,Lower Manhattan,7,4.25,Coffee,Barista Espresso,Cappuccino Lg
5036,1/10/23,7:27:22,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
5037,1/10/23,7:28:17,1,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
5038,1/10/23,7:28:53,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Lg
5039,1/10/23,7:31:14,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
5040,1/10/23,7:32:17,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
5041,1/10/23,7:34:12,2,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
5042,1/10/23,7:34:12,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
5043,1/10/23,7:35:04,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
5044,1/10/23,7:35:04,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
5045,1/10/23,7:35:32,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
5046,1/10/23,7:35:32,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
5047,1/10/23,7:35:35,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
5048,1/10/23,7:37:09,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
5049,1/10/23,7:37:09,1,8,Hell's Kitchen,9,0.8,Flavours,Regular syrup,Carmel syrup
5050,1/10/23,7:37:30,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
5051,1/10/23,7:38:09,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
5052,1/10/23,7:39:18,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
5053,1/10/23,7:39:18,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
5054,1/10/23,7:39:52,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
5055,1/10/23,7:41:06,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
5056,1/10/23,7:42:13,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
5057,1/10/23,7:42:13,1,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
5058,1/10/23,7:42:13,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
5059,1/10/23,7:43:41,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
5060,1/10/23,7:43:41,1,5,Lower Manhattan,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic
5061,1/10/23,7:45:07,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
5062,1/10/23,7:45:21,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
5063,1/10/23,7:46:05,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
5064,1/10/23,7:46:05,2,3,Astoria,9,0.8,Flavours,Regular syrup,Carmel syrup
5065,1/10/23,7:46:43,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
5066,1/10/23,7:47:18,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
5067,1/10/23,7:47:18,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
5068,1/10/23,7:50:34,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
5069,1/10/23,7:52:49,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Lg
5070,1/10/23,7:52:49,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
5071,1/10/23,7:54:14,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
5072,1/10/23,7:54:14,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
5073,1/10/23,7:54:14,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Sm
5074,1/10/23,7:55:00,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
5075,1/10/23,7:56:44,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
5076,1/10/23,7:56:44,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
5077,1/10/23,7:57:07,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
5078,1/10/23,7:57:07,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
5079,1/10/23,7:59:18,1,8,Hell's Kitchen,4,3,Coffee,Organic brewed coffee,Brazilian Rg
5080,1/10/23,8:00:10,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
5081,1/10/23,8:00:10,1,5,Lower Manhattan,1,3.75,Bakery,Pastry,Almond Croissant
5082,1/10/23,8:02:06,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
5083,1/10/23,8:02:55,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
5084,1/10/23,8:04:16,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
5085,1/10/23,8:04:16,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone
5086,1/10/23,8:05:46,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
5087,1/10/23,8:06:09,2,3,Astoria,5,2.2,Coffee,Organic brewed coffee,Brazilian Sm
5088,1/10/23,8:06:09,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
5089,1/10/23,8:06:30,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
5090,1/10/23,8:08:13,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
5091,1/10/23,8:08:13,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
5092,1/10/23,8:09:40,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
5093,1/10/23,8:12:50,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
5094,1/10/23,8:13:39,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Sm
5095,1/10/23,8:13:42,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
5096,1/10/23,8:13:57,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
5097,1/10/23,8:14:21,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
5098,1/10/23,8:14:53,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
5099,1/10/23,8:16:00,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Sm
5100,1/10/23,8:16:00,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone
5101,1/10/23,8:16:12,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
5102,1/10/23,8:16:15,1,3,Astoria,5,2.2,Coffee,Organic brewed coffee,Brazilian Sm
5103,1/10/23,8:19:29,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
5104,1/10/23,8:19:40,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
5105,1/10/23,8:20:52,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
5106,1/10/23,8:20:52,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
5107,1/10/23,8:21:07,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
